,Tweets,Etiquetas
4811,Claro que hay que mejorar la #educación. No podemos dar ni un paso atrás porque es la base de la igualdad.,P+
4812,". @antoniosanz "" si los gobernantes andaluces tuviesen las manos limpias no le pedirían a la juez de los #EREs vacaciones electorales""",N+
4813,". @javierarenas_pp : "" muchos andaluces del interior han encontrado su porvenir en la Costa del Sol "" #elcambioandaluz",P+
4814,". @javierarenas_pp "" conmigo no habrá ni un solo euro que se gaste sin la firma de los funcionarios de la Junta de Andalucía """,P
4815,“@DeborahBelieve: @David_Busta Le mandas un besito a mi abuela? Esta en el hospital y necesita mimos :)” UN BESAZO ENORME!,N
4816,"Necesitamos todos tener nuestro ""drone""?.Agudo articulo de Fukuyama. http://t.co/Fn1o1zfF",P
4817,Aviso a la editorial :)) “@Aguirre_angel11:  en la pag 235 de EPN hay un error en donde pone un jarro fría y debería un jarro de agua fría”,N
4818,aunqu repetido muchas veces no esta mal recordarlo.“@NYTimeskrugman: European Crisis Realities http://t.co/1ikOUCSd”,N
4819,Ya sabemos algo de lo que le está explicando Urdangarín al juez. Os lo contaremos a las 15h en @informativost5,NEU
4820,“@idolo1985: @David_Busta Pues a mí NUNCA ME CONTESTAS!!!!! :P” MENTIRA!,N
4821,El tesoro de la Mercedes no debe hacernos olvidar que en esa fragata murieron mas de 300 marinos españoles a manos de los ingleses,N
4822,Urdangarin a su llegada al juzgado ://www.larazon.es/private/admin/mediateca/multimedia/111751 video de r.COARASA.,NONE
4823,"Mucho ánimo a @guirodi y su equipo, que mantienen viva la llama en @publico_es.",P+
4824,"Se van colocando las piezas del @PSOE tras Congreso Sevilla. Hoy, @cesarluena elegido Secretario General  PSOELaRioja.",P
4825,.“@joseramonmoreno: @peparomeroanton los cámaras somos armas de destrucción masiva!!! Y si curramos en Intereconomia MAS AUN!!! Jajajaja”,NEU
4826,Feliz sabado a tod@s.. ;),P
4827,vía“@sanabria_luis: Emocionante análisis depedida de Jesus Maraña. #Publico http://t.co/Ng1CSUFH”. Me sumo a la reflexión de @jesusmarana,P+
4828,Ahí están !!!!RT @joancarrillo7: @Buenafuente estan en twitcam ahora mismo!!! http://t.co/W8JwbUTD,NONE
4829,Urdangarin señala a Rita Barbera y a Camps. No hablamos de un bolso o de unos trajes: son tres millones de euros http://t.co/z1oKmRfX,NONE
4830,"#Urdangarín implica a Camps y Barberá en el 'caso Nóos'. El PP valenciano, eterno quebradero de cabeza para Rajoy.http://t.co/yfXeUvvR",N
4831,Con el club de fans en Torrevieja http://t.co/aU8lcsaT,P
4832,"Rt“@mariadelamiel: El líder de las protestas de Valencia: ""Aguirre debería mirar bajo su coche"" http://t.co/0PMV0Us2Via @libertaddigital”",N
4833,"..,y los de Manos Limpias por qué se hacen llamar sindicato? En qué comité de empresa está?",NONE
4834,Palomitas dulces para microondas #fracasoabsoluto http://t.co/Xm08ESJd,N+
4835,"“@UPyD: ""Hemos pillado al PP,sin buscarlo,en una tremenda contradicción y en una tremenda traición"" http://t.co/Wrni5uSq” Sin buscarlo?",N+
4836,Conexión entre el fractal multipolar del quiosco y el bar de Loli. Creo que los hombres de negro lo visitan a menudo. http://t.co/2iRw5MJw,NONE
4837,"Para entender la crucial importancia de ese quiosco, hay que leer tuits anteriores #puertasdimensionales",P+
4838,"Buenos días. Cuando Rajoy dice q no hace reformas ""para fastidiar"", esta sugiriendo q ""otros"" si? Y si ""otros"" se equivocaron, xq él no?",N
4839,Saldremos d una crisis provocada x una desregulación financiera mediante una desregulación laboral?,N+
4840,"“@Panchovarona: ARRIBA, MARDITA MONAGUILLA Y MONAGUILLO! A misa! Copón!” Alguno sigue hoy su Viacrucis, Padre Prior",NONE
4841,“@martagg: @David_Busta tu rompes el mito que los artistas no se levantan antes de la 1 no?buenos días desde Ibiza” Me he caído de la cama!,P
4842,“@DeniseCZambrano: @David_Busta saludos desde Ecuador! Amo tú música! Eres Genial! Bendiciones y besos niño hermoso!”BESOOOO!,P+
4843,“@LydiOrtegaRodrg: @David_Busta Jo David... Yo quiero un beso tuyo... me mandas uno? Soy mazo fan tuya :'))” UN BESO MAZO FUERTE!,P+
4844,Hasta luego! Disfrutar del domingo!;-),P+
4845,Manuel Villén considera «muy urgente» el aumento de la plantilla en la Fiscalía de Málaga. http://t.co/Dy2dFx7U,N
4846,"C's pedíamos investigar responsabilidades políticas caso #Spanair. Todos  partidos en contra,se tapan ls vergüenzas http://t.co/FyTxQxZo",N
4847,"Mayoría absoluta PSOE Andalucía, impunidad y 1,2 millones parados. Mayoría absoluta del PP, + impunidad + paro y + desigualdad.",N+
4848,La persistencia en las políticas de recortes y la reforma laboral aumentan la recesión q nos lleva en 2012 a 6 millones de parados.,N+
4849,El poema del domingo (José Ángel Valente) http://t.co/pJQsRaGK,NONE
4850,“@LARAZON_es: Jorge Fernández Díaz: «ETA debe disolverse por las buenas o por las malas» LARAZON.ES en  http://t.co/mb4dPYTu vía @larazon_es,N
4851,hahahshahshshaha “@JaimeRubio: Urdangarín asegura que comió un solomillo en Irún y de repente tenía cincuenta millones en el banco.”,N
4852,Por cierto gracias a mis paisanos por ese lleno anticipado en Santander!!! AUPA CANTABRIA!!!;-),P+
4853,"Grego, quise decir...;))",NONE
4854,El Tesoro avala a la banca para q vaya a la subasta del BCE compre dinero al 1% y pueda comprar deuda al 4%. Quien paga ese 3%? Bingo!,NEU
4855,Estilazo total de @borissoler en #PadelDospuntoCero @clubelcandado http://t.co/jpR7UOgr,P+
4856,Aquí el campeón de la #experienciaCandado : @borissoler ;-)) todo un profesional del padel http://t.co/xQNFxbjk,P+
4857,La izquierda abertzale lamenta que su posición haya podido 'humillar' a las víctimas http://t.co/TZ1svYG3,N
4858,"Loli dice que repetía contínuamente ""Sporting de Gijón"".",NONE
4859,"El Gobierno de la Junta de #Andalucía recortó, por la vía de no gastar, 1.700M de euros destinados a políticas sociales http://t.co/zKBwfebo",N+
4860,comunicado de hoy de la Poli: “@lunaazul543: http://t.co/0AynNGt9 Te envío comunicado de Policía sobre hechos acaecidos Valencia.Saludos”,NONE
4861,Me encanta ;-)) RT @clubelcandado: Queda oficialmente inaugurado nuestro blog: http://t.co/TlWoSS8a #PadelDospuntoCero #experienciacandado,P+
4862,Encuentran una bomba en un vagón vacío del metro de Atenas - http://t.co/rkRsU4RQ,N+
4863,Vaya genialidad de CR7 de tacón. 0-1,P+
4864,"Cuánta mas prisa tengas por encender el ordenador mas tardará en arrancar los programas, #leydemurphy",N
4865,Iker vuelve a salvar al Madrid. Paradón.,P+
4866,Hoy no nos vamos a quejar del árbitro... ;),NEU
4867,RT @enriquecidOo: @sevillajordi ME HACES RT? SOY UN EMPRESARIO JOVEN QUE INTENTA HACERSE HUECO EN EL TURISMO RURAL http://t.co/56RvC3QD,NONE
4868,".@Jiwert Querido ministro: no es cierto, a no ser que del ""universo"" España excluyas Barcelona, Lleida, Tarragona, Vizcaya, Guipuzcoa...",N
4869,"Cuando se den los Oscar, ya habremos cerrado las ediciones impresas. Pongo en portada: No sabemos si Trueba ha ganado, pero 20minutos.es sí",NEU
4870,"RT @iescolar Escribiendo un análisis sobre la exclusiva internacional que difundiremos en unas horas. A la una y un minuto, en Publico.es",P+
4871,El problema de la estrategia jurídica de Urdangarin es la respuesta de Torres ¿Aceptará su socio comerse el marrón? A lo mejor si.,N+
4872,Gracias también a tod@s los madridistas que nos animaron hasta el final y estaban ahí presentes. Sigamos así. Hala Madrid..!!,P+
4873,Me reclaman en la cocina. Esa es una llamada que nunca deberíais desatender.,P
4874,"...Como broma ha estado muy bien!Pero ahora q m quiero ir a la cama,ponerm mi pijama y lavarm los dientes,ya no tiene gracia #quieromimaleta",NEU
4875,"LOL RT @ProfesorTweet El co-fundador de Twitter, Biz Stone, ha advertido que pasar muchas horas usando esta red puede ser ""poco saludable"".",N
4876,Voy a cenar! Ciao!;-),P+
4877,"Gracias a todos, seguimos sufriendo por lo que veo... Y lo que queda",N
4878,... y si patento un puto GPS para maletas?!,N+
4879,#OscarCanalPlus pero me muero de sueño y mañana tengo que madrugar :(,N
4880,“@aberron: En 7 minutos Wikileaks promete liarla parda.” ¿¿¿.aa,NEU
4881,La privatización del espionaje. La última 'bomba' de Wikileaks en @publico_es. Por @OscarAbouKassem http://t.co/4diTkV2a,NONE
4882,Stratfor o la privatización del espionaje http://t.co/eUG2skag,NONE
4883,Grande!! RT @DavidCacho: Lo único que siempre va a peor en este planeta es la situación en Oriente Próximo y la ceremonia de los Óscar...,N
4884,RT @RuthMendezT5: #Oscar2012 #Oscars Tom Cruise entrega el óscar a mejor película: The Artist !! Hanavizius le plagia el discurso a Trueba,NEU
4885,"Floriano,vicesecretario org. PP,ve dificil d entender q PSOE no apoye medidas,con objetivo d crear empleo y se situe en posicion tan extrema",N
4886,Portada ABC http://t.co/vjKGXvwc ...,NONE
4887,Portada  Qué - Valencia http://t.co/DnQLZ6yI ...,NONE
4888,Portada  20 Minutos - Bilbao http://t.co/MvKCMFX0 ...,NONE
4889,"""Es un éxito formidable del cine francés, del cine de calidad"",aseguró Sarkozy en la radio RTL, tras el triunfo de ""The Artist""en los Óscar",P+
4890,"7 muertos, 2 heridos graves y 6 leves este fin de semana en accidentes de tráfico, desde las 15h viernes hasta las 24h domingo, (DGT).",N+
4891,"Los abertzales ,por primera vez, manifiestan su profundo pesar por las acciones de ETA y dicen q deberá deshacer sus estructuras militares.",N+
4892,La propuesta de un solo regulador para todo puede salir cara. Gobierno y poderes económicos esperan menos vigilancia http://t.co/zwZO7NPF,N+
4893,El brasileño Wik Muniz llegará en el último trimestre del año al @cacmalaga  http://t.co/8m9ldj0M,NONE
4894,"Interesantes declaraciones de Torres Dulce en EM: ""Sigo pensando que la actuación de Manzano no es cosa juzgada"".",NEU
4895,"Hoy estoy en Córdoba, en el jurado del premio de periodismo Julio Anguita Parrado. En unas horas decidiremos el ganador de la sexta edición.",P+
4896,No os perdáis a javier Gimenez haciendo esta noche en @crackoviadeTV3 al gran P P Domingo Castaño d  @tjcope http://t.co/j5hbKFpF,P
4897,"Financian Times consigue 267.000 suscriptores digitales, 44% de su circulación de 600.000, récord de difusión de pago http://t.co/hpes1HBC",P+
4898,Ya a dormir. Cierro el estudio son las 4:00 de la mañana... Hay noches y noches. Os mando abrazos. Mañana a seguir trabajando. Feliz semana.,P+
4899,¿ Por qué no mandan las mujeres? - Análisis de 5 años de la Ley de Igualdad en España http://t.co/46YqTHJo,NONE
4900,El ex-ministro Pimentel en @OndaCero_es recuerda que el PSOE ha cambiado de opinión. Los 20 días por despido está en la reforma de Zapatero,NEU
4901,La publicidad continuará cayendo hasta mediados 2013. Sólo el audiovisual en internet y los nuevos medios resisten http://t.co/85hMFpFw,NEU
4902,Vamos a hacer todo lo posible para evitar que la contrarreforma del PP contra los derechos de la mujer salga adelante,N
4903,"Sarkozy, al contar en su libro el crucerito de comienzo de mandato, ha cambiado yacht por barco ""porque utilizo una palabra francesa"".",NONE
4904,"Desde la total discrepancia ideológica, todo el apoyo a la gente del diario Público. El cierre de un medio siempre es una mala noticia",N
4905,"Cospedal asegura que los espaÑoles saben que hay que hacer sacrificios y que hay un gobierno sobrio, responsable  y que dice la verdad.",P+
4906,http://t.co/withnFPg OS EPERO!!;),NONE
4907,. @Juanma_Moreno y @Mjmorito ;-))  http://t.co/TOO4JB7O,P
4908,Las medidas han paliado la situación de 650 tripulantes en #Barbate. Insistiré para que en tiempo récord tengamos el mejor acuerdo de pesca,P+
4909,"RT: el desastre continua “@quediario: ""Habría acabado en la cama con el capitán del Costa Concordia"", http://t.co/o09MXolb”",N+
4910,http://t.co/EfjkJmAW @agenda_db,NONE
4911,"Y cuando tengas un rato me cuentas a qué te dedicas, como si fuese un encuentro casual. Me vuelvo a Bilbao, qué vida nómada!",NEU
4912,El Rey aplaude la continuidad de Sanz Roldán al frente del CNI http://t.co/de36wUyN,P+
4913,El próximo día siete de Marzo nos presentamos Izquierda Abierta en Madrid.,P
4914,Buenas tardes amig@s. En la ciudad del fútbol y ahora entrenamiento de La Roja. Contento de volver a ver a mis compañeros.,P+
4915,"La muerte te hace pasar de cocainómana de Los Angeles a santa Houston, virgen y mártir.",NEU
4916,"Glups  RT @JOANMARBA: @Buenafuente Si te laman alumno, no vayas por Valencia que caen hostias como panes...",N+
4917,"2011: la circulación agregada de los diarios de pago españoles cayó un 6,7%; la de los gratuitos, un 2,8%, dice Noticias de la Comunicación",N
4918,En @hora25 a las 22.00 el análisis de la cifra del déficit que acaba de anunciar Montoro. El 8'51%,N
4919,"“@ZI_UR:Con un 8,5%deficit y 23%paro:2 opciones.O bajar el sueldo de funcionarios o subir impuestos. Averiguen que viene” #vamosamorirtodos",N+
4920,No puedo decir mas. Estoy speechless #vamosamorirtodos lo avisó @Suanzes y hoy lo corroboramos todos. Que desgracia de Salgado y Rubalcaba.,N
4921,"La transparencia, confianza y credibilidad eran los objetivos de Montoro cuando convocó la rueda de prensa. Le ... http://t.co/ihC4Hwpv",P
4922,"Es en la entrevista de 24horas de TVE, a partir de las 22horas.",NONE
4923,¿Por qué algunos jueces del Supremo han modificado su posición respecto a Garzón? ¿Quizás por la teoría de la compensación?,N
4924,Por último: Miranda intentó hacer ver que la cifra final de déficit dependía de una decisión política del PP. Mentira. Que se vaya ya.,N+
4925,Uff RT @voz_populi: Los directores de servicios sociales avisan: o se actúa o habrá un aumento brutal de los suicidios http://t.co/3uJkPhRy,N+
4926,Eso parece@iurquizu Parece que en 2011  no controlaron bien el gasto las comunidades autónomas y no el gobierno central http://t.co/NcektwZ8,N
4927,"Apellidos más comunes mundo: 3 chinos, 1 vietnamita, 5º García, 6 González, 7 Hernández, 8 Smith, 9 Smirnov, 10 Müller. http://t.co/eWSJgFRY",NONE
4928,"Como el Gobierno siga así, cada vez que anuncie un ministro una comparecencia pública vamos a tenernos que meter en el refugio anti bombas.",N+
4929,Beca para trabjar este verano en AP http://t.co/Cu02du85 #empleo #periodismo vía @saladeprensa,P
4930,Videominuto de hoy de @esperanzaona http://t.co/I8yrxNAA,NONE
4931,Mañana voy al desayuno informativo de Barcina. Tengo la oportunidad de hacer una pregunta por escrito. ¿Cual harías tú?,P
4932,"Tres años de instrucción, uno y medio de suspensión del juez Garzón, para al final concluir que no hubo nada¿ Justicia o linchamiento?",N+
4933,"Buenos días.A las 9am asistiré al desayuno-coloquio con Zaryn Dentzel,creador de la red social Tuenti,para Primera plana d @elperiodico_cas",P
4934,"Un muerto y un herido muy grave en una colisión entre un furgón frigorífico y un turismo en AP-2, a la altura de Montoliu de Lleida, Lerida",N+
4935,"""el mejor método de educación es la felicidad...para sufrir, la vida es más que suficiente y yo no le voy a ayudar""",NEU
4936,"Hoy es el día de Andalucía, esa tierra con bandera blanquiverde que enamora y de la cual me siento tan orgulloso. mi tierra.",P+
4937,"Hoy jornadas de trabajo ""Soluciones para prevenir crisis alimentarias"" organizadas por @oxfam_es con expertos de varios ámbitos.",P
4938,Rajoy recibe hoy a Fabra y Monago. Soraya comparece en una hora en la comision constitucional del Senado,NONE
4939,"Nunca mejor dicho: ""¡para habernos matao!"", http://t.co/pdB74ytp",N
4940,"Muy útil, organigrama completo del gobierno de @marianorajoy: http://t.co/vdBF4vFQ Gracias a @Llorenteycuenca y @cristobalh. Vía @mmresta",P+
4941,Las pintadas con contra un notario...ya podrían haber pintado en las paredes de su casa...,N
4942,"Saliendo de @Servimedia, donde he sido sometida al ""tercer grado"" por @LuisMiguelBelda, Nino Olmeda y José Manuel González Huesa :-)",P
4943,Desde la Sala Clara Campoamor del Senado qué menos que recomendar 'La revolución española vista por una republicana' http://t.co/g7aJEhk8,P
4944,@FedericoQuevedo @mananascuatro Es que me gusta tooooooodooooooo!!! Me siento joven cuando la escucho!!!,P+
4945,10 alarmas económicas y una receta desesperada. Un análisis en mi blog: http://t.co/C3xC5Y0h,NEU
4946,"El líder del PSE de Álava, Txarli Prieto, ve ""razonable"" que se busquen ""vías de diálogo"" con la izquierda abertzale ""siempre, para avanzar""",P
4947,Soraya Sáenz de Santamaría denuncia en el Senado el derroche en el alquiler de edificios públicos. 100 millones de euros,N+
4948,http://t.co/ZRMt3rFk En Madrid 5 ÚNICAS semanas!!!;),P+
4949,"El Estado Autonómico necesita adaptarse, buscar fórmulas eficaces para resolver los problemas sin duplicidades ni centralismo #28F",P
4950,@mrtfernandez @pmorales @usted_opina Al final me voy a acabr convirtiendo en un DJ!!!,NONE
